SU,Area_km2,Park_Area,Region,Moose_Seen,Moose_Tracks,Total_Moose_Estimate
691,4.75298,0,Outside,0,0,0
692,4.75309,0,Outside,0,0,0
693,1.71231,0,Outside,0,0,0
694,4.75282,0,Outside,0,0,0
695,4.75291,0,Outside,0,1,0
696,4.753,0,Outside,0,0,0
697,4.75309,0,Outside,0,0,0
698,4.75318,0,Outside,0,0,0
699,4.75328,0,Outside,0,0,0
700,4.75337,0,Outside,0,0,0
701,4.75347,0,Outside,0,0,0
702,4.75357,0,Outside,0,0,0
703,4.75367,0,Outside,0,1,0
704,4.75377,0,Outside,0,1,1
705,4.75387,0,Outside,0,2,1
706,4.75398,0,Outside,0,0,0
707,4.75408,0,Outside,0,0,0
708,4.75419,0,Outside,0,1,1
709,4.7543,0,Outside,0,0,0
710,4.75441,0,Outside,0,0,0
711,4.75297,0,Outside,0,0,0
712,1.03427,0,Outside,0,0,0
713,4.75425,0,Outside,0,1,0
714,4.75434,0,Outside,0,3,1
715,4.75443,0,Outside,0,1,0
716,4.75452,0,Outside,0,0,0
717,4.75462,0,Outside,0,1,0
718,4.75471,0,Outside,0,0,0
719,4.7548,0,Outside,0,1,0
720,4.7549,0,Outside,0,1,1
721,4.755,0,Outside,0,0,0
722,4.7551,0,Outside,0,0,0
723,4.7552,0,Outside,0,0,0
724,4.7553,0,Outside,0,1,0
725,4.75541,0,Outside,0,0,0
726,4.75552,0,Outside,0,0,0
727,4.75562,0,Outside,0,0,0
728,4.75573,0,Outside,0,0,0
729,4.75584,0,Outside,0,1,1
730,3.95225,0,Outside,0,0,0
731,4.75586,0,Outside,0,0,0
732,4.75595,0,Outside,0,2,1
733,4.75605,0,Outside,0,0,0
734,4.75614,0,Outside,0,1,1
735,4.75624,0,Outside,0,0,0
736,4.75633,0,Outside,0,0,0
737,4.75643,0,Outside,0,0,0
738,4.75653,0,Outside,0,1,1
739,4.75663,0,Outside,0,2,2
740,4.75674,0,Outside,0,1,1
741,4.75684,0,Outside,0,2,2
742,4.75695,0,Outside,0,0,0
743,4.75706,0,Outside,0,0,0
744,4.70216,0,Outside,0,0,0
745,4.75728,0,Outside,0,0,0
746,2.86395,0,Outside,0,0,0
747,4.75748,0,Outside,0,0,0
748,4.75757,0,Outside,0,0,0
749,4.75767,0,Outside,0,0,0
750,4.75776,0,Outside,0,0,0
751,4.75786,0,Outside,0,1,1
752,4.75796,0,Outside,0,3,2
753,4.75807,0,Outside,1,1,2
754,4.75817,0,Outside,0,0,0
755,4.75827,0,Outside,0,1,1
756,4.75838,0,Outside,0,1,1
757,4.75849,0,Outside,0,0,0
758,4.03596,0,Outside,1,0,1
759,4.75871,0,Outside,0,0,0
760,1.81207,0,Outside,0,0,0
761,4.75891,0,Outside,0,0,0
762,4.759,0,Outside,2,0,2
763,4.7591,0,Outside,0,0,0
764,4.7592,0,Outside,0,1,1
765,4.75929,0,Outside,0,2,2
766,4.75939,0,Outside,0,1,1
767,4.7595,0,Outside,0,1,1
768,4.7596,0,Outside,0,0,0
769,4.7597,0,Outside,0,0,0
770,4.75981,0,Outside,0,0,0
771,4.75992,0,Outside,0,1,1
772,3.94252,0,Outside,0,1,1
773,2.80619,0,Outside,0,0,0
774,4.76034,0,Outside,0,0,0
775,4.76043,0,Outside,0,0,0
776,4.76053,0,Outside,1,1,2
777,4.76063,0,Outside,0,0,0
778,4.76072,0,Outside,0,0,0
779,4.76083,0,Outside,0,0,0
780,4.76093,0,Outside,2,1,3
781,4.76103,0,Outside,0,0,0
782,4.76114,0,Outside,0,0,0
783,4.76124,0,Outside,0,0,0
784,4.76135,0,Outside,0,0,0
785,3.91568,0,Outside,0,0,0
786,0.39226,0,Outside,0,0,0
787,4.76177,0,Outside,0,0,0
788,4.76186,0,Outside,0,1,1
789,4.76196,0,Outside,0,0,0
790,4.76206,0,Outside,0,0,0
791,4.76216,0,Outside,0,1,1
792,4.76226,0,Outside,0,2,2
793,4.76236,0,Outside,0,0,0
794,4.76246,0,Outside,0,4,4
795,4.76257,0,Outside,0,0,0
796,4.76267,0,Outside,0,0,0
797,4.76278,0,Outside,0,0,0
798,4.56447,0,Outside,0,0,0
799,0.53615,0,Outside,0,0,0
800,4.76329,0,Outside,0,0,0
801,4.76339,0,Outside,0,0,0
802,4.76349,0,Outside,0,1,1
803,4.76358,0,Outside,0,1,1
804,4.76369,0,Outside,0,0,0
805,4.76379,0,Outside,2,0,2
806,4.76389,0,Outside,0,1,1
807,4.764,0,Outside,0,0,0
808,4.7641,0,Outside,0,0,0
809,4.76421,0,Outside,0,1,1
810,3.69279,0,Outside,0,0,0
811,2.48954,0,Outside,0,0,0
812,4.76472,0,Outside,0,1,1
813,4.76482,0,Outside,0,0,0
814,4.76492,0,Outside,0,0,0
815,4.76501,0,Outside,0,0,0
816,4.76511,0,Outside,0,3,2
817,4.76522,0,Outside,0,0,0
818,4.76532,0,Outside,0,1,1
819,4.76543,0,Outside,0,0,0
820,4.76553,0,Outside,0,0,0
821,4.76564,0,Outside,0,0,0
822,4.46662,0,Outside,0,0,0
823,4.76615,0,Outside,0,0,0
824,4.76625,0,Outside,0,0,0
825,4.76634,0,Outside,0,0,0
826,4.76644,0,Outside,0,0,0
827,4.76654,0,Outside,0,1,1
828,4.76665,0,Outside,0,0,0
829,4.76675,0,Outside,0,0,0
830,4.76686,0,Outside,0,1,1
831,4.76696,0,Outside,0,0,0
832,4.76707,0,Outside,0,0,0
833,4.76718,0,Outside,0,0,0
834,4.76758,0,Outside,0,0,0
835,4.76767,0,Outside,0,0,0
836,4.76777,0,Outside,0,0,0
837,4.76787,0,Outside,0,0,0
838,4.76797,0,Outside,0,0,0
839,4.76808,0,Outside,0,0,0
840,4.76818,0,Outside,0,0,0
841,4.76828,0,Outside,0,0,0
842,4.76839,0,Outside,0,0,0
843,4.7685,0,Outside,0,0,0
844,4.76861,0,Outside,0,0,0
845,4.76901,0,Outside,0,0,0
846,4.7691,0,Outside,0,0,0
847,4.7692,0,Outside,0,0,0
848,4.7693,0,Outside,0,0,0
849,4.7694,0,Outside,1,0,1
850,4.7695,0,Outside,0,0,0
851,4.76961,0,Outside,0,0,0
852,4.76971,0,Outside,0,0,0
853,4.76982,0,Outside,0,0,0
854,4.76993,0,Outside,0,0,0
855,4.77043,0,Outside,0,0,0
856,4.77053,0,Outside,0,0,0
857,4.77063,0,Outside,0,0,0
858,4.77073,0,Outside,0,0,0
859,4.77083,0,Outside,0,0,0
860,4.77093,0,Outside,0,0,0
861,4.77104,0,Outside,0,0,0
862,4.77114,0,Outside,0,0,0
863,4.77125,0,Outside,0,0,0
864,4.64328,0,Outside,0,0,0
865,4.77186,0,Outside,0,0,0
866,4.77196,0,Outside,0,0,0
867,4.77206,0,Outside,0,0,0
868,4.77215,0,Outside,0,0,0
869,4.77226,0,Outside,0,0,0
870,4.77236,0,Outside,0,0,0
871,4.77246,0,Outside,0,0,0
872,3.7777,0,Outside,0,0,0
873,4.74694,0,Outside,0,0,0
874,4.13633,0,Outside,0,0,0
875,4.75482,0,Outside,0,0,0
876,4.77348,0,Outside,0,0,0
877,4.45427,0,Outside,0,0,0
878,4.7045,0,Outside,0,0,0
879,4.77379,0,Outside,0,0,0
880,4.33901,0,Outside,0,0,0
881,2.90361,0,Outside,0,0,0
882,2.69149,0,Outside,0,0,0
883,4.58128,0,Outside,0,0,0
884,2.36514,0,Outside,0,0,0
885,3.77255,0,Outside,0,0,0
886,4.77511,0,Outside,0,0,0
887,4.04811,0,Outside,0,0,0
888,1.15038,0,Outside,0,0,0
889,0.46815,0,Outside,0,0,0
890,1.72167,0,Outside,0,0,0
891,2.60734,0,Outside,0,0,0
892,1.92636,0,Outside,0,0,0
893,0.37841,0,Outside,0,0,0
