Transect.Label,Sample.Label,Effort,X,Y,Forest_type,For_non,Near_Road,Near_Water
169,169_2,1,650300.375,5147571,Mixed,Forest,1.297330823,0.263058457
169,169_3,1,651300.375,5147571,Mixed,Forest,2.039857637,0.185212173
169,169_4,1,652300.375,5147571,Mixed,Forest,1.135771624,0.329281098
169,169_5,1,653300.375,5147571,Soft,Forest,0.169490187,0.201069405
169,169_6,1,654300.375,5147571,Soft,Forest,0.053905712,0.119419797
169,169_7,1,655300.375,5147571,Soft,Forest,0.032526319,0.058784023
169,169_8,1,656300.375,5147571,Hard,Forest,0.079271088,0.106002488
169,169_9,1,657300.375,5147571,Soft,Forest,0.21601569,0.388095381
170,170_1,1.05184,689326.2964,5150571,Soft,Forest,5.143697205,0.165741862
170,170_2,1.05184,690378.1392,5150571,Soft,Forest,4.225399956,0.05318462
170,170_3,1.05184,691429.9821,5150571,Non_forest,Non,3.385725135,0.125749409
170,170_4,1.05184,692481.8249,5150571,Soft,Forest,2.699076113,0.257017665
170,170_5,1.05184,693533.6677,5150571,Soft,Forest,1.913707416,0.008374127
170,170_6,1.05184,694585.5105,5150571,Hard,Forest,1.02004921,0.308753972
170,170_7,1.05184,695637.3534,5150571,Non_forest,Non,0.030907767,0.127868791
171,171_1,1,679300.375,5150571,Soft,Forest,0.184192072,0.150335182
171,171_2,1,680300.375,5150571,Soft,Forest,0.164131337,0.199083964
171,171_3,1,681300.375,5150571,Mixed,Forest,0.537026873,0.410189101
171,171_4,1,682300.375,5150571,Soft,Forest,1.489680433,0.032075105
171,171_5,1,683300.375,5150571,Soft,Forest,2.479898733,0.090331908
171,171_6,1,684300.375,5150571,Non_forest,Non,3.236656139,0.013615844
171,171_7,1,685300.375,5150571,Soft,Forest,3.524300337,0.046500129
171,171_8,1,686300.375,5150571,Mixed,Forest,4.045422447,0.021342904
171,171_9,1,687300.375,5150571,Soft,Forest,4.723366668,0.234747335
172,172_1,1,669300.375,5150571,Soft,Forest,0.036985218,0.488355916
172,172_2,1,670300.375,5150571,Soft,Forest,0.130847619,0.121300193
172,172_3,1,671300.375,5150571,Soft,Forest,0.142131937,0.191362424
172,172_4,1,672300.375,5150571,Soft,Forest,0.092470541,0.275209539
172,172_5,1,673300.375,5150571,Soft,Forest,0.211551118,0.227688944
172,172_6,1,674300.375,5150571,Soft,Forest,0.215277253,0.125228956
172,172_7,1,675300.375,5150571,Non_forest,Non,0.213187757,0.020153477
172,172_8,1,676300.375,5150571,Soft,Forest,0.409956262,0.012124001
172,172_9,1,677300.375,5150571,Soft,Forest,0.579373561,0.230897975
173,173_1,1,659300.375,5150571,Hard,Forest,2.280724633,0.037794866
173,173_2,1,660300.375,5150571,Soft,Forest,2.214497211,0.184560638
173,173_3,1,661300.375,5150571,Mixed,Forest,1.849598911,0.082309505
173,173_4,1,662300.375,5150571,Hard,Forest,1.196884863,0.11886203
173,173_5,1,663300.375,5150571,Mixed,Forest,0.865611722,0.029292363
173,173_6,1,664300.375,5150571,Soft,Forest,0.218690452,0.23866628
173,173_7,1,665300.375,5150571,Soft,Forest,0.001529459,0.009077856
173,173_8,1,666300.375,5150571,Soft,Forest,0.08727648,0.093919019
173,173_9,1,667300.375,5150571,Soft,Forest,0.215405844,0.032294711
174,174_1,1,649300.375,5150571,Hard,Forest,1.021966963,0.046073304
174,174_2,1,650300.375,5150571,Non_forest,Non,0.839689212,0.426521041
174,174_3,1,651300.375,5150571,Hard,Forest,1.004736573,0.193147351
174,174_4,1,652300.375,5150571,Mixed,Forest,1.282281541,0.054580232
174,174_5,1,653300.375,5150571,Soft,Forest,1.265058245,0.043688178
174,174_6,1,654300.375,5150571,Soft,Forest,0.782779912,0.105958226
174,174_7,1,655300.375,5150571,Soft,Forest,0.461843516,0.133272477
174,174_8,1,656300.375,5150571,Hard,Forest,0.32688805,0.071904914
174,174_9,1,657300.375,5150571,Soft,Forest,0.843633636,0.074639998
175,175_1,1.03614,689318.4428,5153571,Non_forest,Non,4.320242466,0.09472618
175,175_2,1.03614,690354.5783,5153571,Non_forest,Non,4.209241848,0.034090134
175,175_3,1.03614,691390.7139,5153571,Soft,Forest,3.640823498,0.403816082
175,175_4,1.03614,692426.8495,5153571,Soft,Forest,2.61086128,0.140723321
175,175_5,1.03614,693462.985,5153571,Mixed,Forest,1.58894675,0.157199233
175,175_6,1.03614,694499.1206,5153571,Mixed,Forest,0.616490365,0.194643283
175,175_7,1.03614,695535.2562,5153571,Hard,Forest,0.515498071,0.152732411
175,175_8,1.03614,696571.3917,5153571,Soft,Forest,0.327683864,0.015592581
176,176_1,1,679300.375,5153571,Soft,Forest,0.277732111,0.154380167
176,176_2,1,680300.375,5153571,Soft,Forest,0.180400559,0.343192401
176,176_3,1,681300.375,5153571,Soft,Forest,0.414067616,0.016285803
176,176_4,1,682300.375,5153571,Soft,Forest,1.014988625,0.002350643
176,176_5,1,683300.375,5153571,Soft,Forest,0.564971012,0.254791529
176,176_6,1,684300.375,5153571,Non_forest,Non,0.513707004,0.015587412
176,176_7,1,685300.375,5153571,Soft,Forest,1.454382132,0.107057427
176,176_8,1,686300.375,5153571,Soft,Forest,2.186924872,0.116691416
176,176_9,1,687300.375,5153571,Soft,Forest,2.893681134,0.225060144
177,177_1,1,669300.375,5153571,Non_forest,Non,0.005375057,0.068760029
177,177_2,1,670300.375,5153571,Soft,Forest,0.061237891,0.316865843
177,177_3,1,671300.375,5153571,Soft,Forest,0.050087622,0.592711453
177,177_4,1,672300.375,5153571,Non_forest,Non,0.429943889,0.026319888
177,177_5,1,673300.375,5153571,Soft,Forest,0.206905493,0.187932169
177,177_6,1,674300.375,5153571,Soft,Forest,0.179480138,0.031843248
177,177_7,1,675300.375,5153571,Non_forest,Non,0.297994033,0.20149241
177,177_8,1,676300.375,5153571,Soft,Forest,0.125480308,0.033121479
177,177_9,1,677300.375,5153571,Soft,Forest,0.436835551,0.220723273
178,178_1,1,659300.375,5153571,Non_forest,Non,0.524997879,0.091656607
178,178_2,1,660300.375,5153571,Soft,Forest,0.024526124,0.0139449
178,178_3,1,661300.375,5153571,Soft,Forest,0.198388805,0.083001581
178,178_4,1,662300.375,5153571,Hard,Forest,0.418128767,0.030073208
178,178_5,1,663300.375,5153571,Soft,Forest,0.121826354,0.152912121
178,178_6,1,664300.375,5153571,Mixed,Forest,0.362764332,0.081767698
178,178_7,1,665300.375,5153571,Hard,Forest,0.613351704,0.039419457
178,178_8,1,666300.375,5153571,Soft,Forest,0.186057018,0.212679165
178,178_9,1,667300.375,5153571,Hard,Forest,0.200210165,0.004589565
179,179_1,1,649300.375,5153571,Non_forest,Non,0.006375731,0.109603712
179,179_2,1,650300.375,5153571,Mixed,Forest,0.635229247,0.196084286
179,179_3,1,651300.375,5153571,Mixed,Forest,0.339873746,0.311753795
179,179_4,1,652300.375,5153571,Mixed,Forest,0.066442683,0.16326
179,179_5,1,653300.375,5153571,Mixed,Forest,0.989240113,0.124189512
179,179_6,1,654300.375,5153571,Mixed,Forest,1.456822162,0.250770192
179,179_7,1,655300.375,5153571,Hard,Forest,1.353217335,0.026755204
179,179_8,1,656300.375,5153571,Mixed,Forest,0.898113865,0.10425874
179,179_9,1,657300.375,5153571,Mixed,Forest,0.521152062,0.123310441
180,180_1,1,689300.375,5156571,Non_forest,Non,2.111690672,0.040825579
180,180_2,1,690300.375,5156571,Soft,Forest,1.668617815,0.30083653
180,180_3,1,691300.375,5156571,Non_forest,Non,1.188434477,0.239233165
180,180_4,1,692300.375,5156571,Soft,Forest,0.795692665,0.1741425
180,180_5,1,693300.375,5156571,Mixed,Forest,0.850591235,0.177527416
180,180_6,1,694300.375,5156571,Soft,Forest,0.625677972,0.188760901
180,180_7,1,695300.375,5156571,Hard,Forest,0.047356099,0.000798132
180,180_8,1,696300.375,5156571,Soft,Forest,0.308228583,0.365681415
180,180_9,1,697300.375,5156571,Mixed,Forest,0.732310332,0.258555056
181,181_1,1,679300.375,5156571,Soft,Forest,0.084041001,0.139072847
181,181_2,1,680300.375,5156571,Non_forest,Non,0.670995029,0.028622361
181,181_3,1,681300.375,5156571,Soft,Forest,0.363441864,0.113755922
181,181_4,1,682300.375,5156571,Soft,Forest,0.123336675,0.132975249
181,181_5,1,683300.375,5156571,Soft,Forest,0.182588962,0.513876935
181,181_6,1,684300.375,5156571,Non_forest,Non,0.596192323,0.044218555
181,181_7,1,685300.375,5156571,Soft,Forest,0.634803393,0.231745938
181,181_8,1,686300.375,5156571,Soft,Forest,0.129887039,0.333526149
181,181_9,1,687300.375,5156571,Non_forest,Non,1.056218558,0.061919848
182,182_1,1,669300.375,5156571,Soft,Forest,0.226292119,0.13529377
182,182_2,1,670300.375,5156571,Non_forest,Non,0.309043013,0.271499499
182,182_3,1,671300.375,5156571,Soft,Forest,0.158171039,0.236735876
182,182_4,1,672300.375,5156571,Soft,Forest,0.267772274,0.126391133
182,182_5,1,673300.375,5156571,Soft,Forest,0.13600239,0.09214938
182,182_6,1,674300.375,5156571,Soft,Forest,0.350473423,0.054526768
182,182_7,1,675300.375,5156571,Soft,Forest,0.070598532,0.383286824
182,182_8,1,676300.375,5156571,Soft,Forest,0.465808158,0.093243518
182,182_9,1,677300.375,5156571,Non_forest,Non,0.123198954,0.163684342
183,183_1,1,659300.375,5156571,Soft,Forest,2.218080526,0.347247784
183,183_2,1,660300.375,5156571,Non_forest,Non,1.506228906,0.003154598
183,183_3,1,661300.375,5156571,Non_forest,Non,0.861424413,0.010302822
183,183_4,1,662300.375,5156571,Soft,Forest,0.007014226,0.069790377
183,183_5,1,663300.375,5156571,Mixed,Forest,0.703499246,0.125098006
183,183_6,1,664300.375,5156571,Soft,Forest,0.988844188,0.027145479
183,183_7,1,665300.375,5156571,Soft,Forest,0.81209417,0.014027734
183,183_8,1,666300.375,5156571,Soft,Forest,0.477001485,0.006256152
183,183_9,1,667300.375,5156571,Soft,Forest,0.858313438,0.127123048
185,185_1,1,689300.375,5159571,Non_forest,Non,0.049630097,0.310225046
185,185_2,1,690300.375,5159571,Non_forest,Non,0.108620068,0.087155426
185,185_3,1,691300.375,5159571,Non_forest,Non,0.39405487,0.264261495
185,185_4,1,692300.375,5159571,Non_forest,Non,0.658871027,0.309126847
185,185_5,1,693300.375,5159571,Soft,Forest,0.96906382,0.071102467
185,185_6,1,694300.375,5159571,Soft,Forest,1.328133589,0.258039218
185,185_7,1,695300.375,5159571,Soft,Forest,1.538265194,0.029559573
185,185_8,1,696300.375,5159571,Non_forest,Non,1.918153389,0.000720005
185,185_9,1,697300.375,5159571,Mixed,Forest,1.592964958,0.063862133
186,186_1,1,679300.375,5159571,Soft,Forest,0.203273028,0.325116423
186,186_2,1,680300.375,5159571,Non_forest,Non,0.212983786,0.203176083
186,186_3,1,681300.375,5159571,Soft,Forest,0.053637844,0.357019636
186,186_4,1,682300.375,5159571,Soft,Forest,0.538913637,0.08354087
186,186_5,1,683300.375,5159571,Soft,Forest,1.117269871,0.16493464
186,186_6,1,684300.375,5159571,Soft,Forest,0.509381075,0.067401066
186,186_7,1,685300.375,5159571,Soft,Forest,0.53096311,0.086284477
186,186_8,1,686300.375,5159571,Non_forest,Non,1.398810811,0.005467812
186,186_9,1,687300.375,5159571,Non_forest,Non,0.97633103,0.085839491
187,187_1,1,669300.375,5159571,Soft,Forest,0.537814974,0.152488093
187,187_2,1,670300.375,5159571,Soft,Forest,0.536963229,0.210588682
187,187_3,1,671300.375,5159571,Non_forest,Non,0.717385555,0.001924272
187,187_4,1,672300.375,5159571,Non_forest,Non,0.142150021,0.011052644
187,187_5,1,673300.375,5159571,Non_forest,Non,1.10327778,0.112457323
187,187_6,1,674300.375,5159571,Non_forest,Non,1.582408786,0.150278195
187,187_7,1,675300.375,5159571,Non_forest,Non,1.265361833,0.369907336
187,187_8,1,676300.375,5159571,Soft,Forest,0.462483199,0.183930991
187,187_9,1,677300.375,5159571,Soft,Forest,0.007371854,0.338567684
188,188_1,1,659300.375,5159571,Non_forest,Non,2.087300189,0.148596424
188,188_2,1,660300.375,5159571,Non_forest,Non,1.10976214,0.076353673
188,188_3,1,661300.375,5159571,Non_forest,Non,0.224828807,0.083978825
188,188_4,1,662300.375,5159571,Soft,Forest,0.427999014,0.097494699
188,188_5,1,663300.375,5159571,Mixed,Forest,0.557400815,0.060627912
188,188_6,1,664300.375,5159571,Mixed,Forest,1.10313207,0.062856083
188,188_7,1,665300.375,5159571,Soft,Forest,0.632774859,0.081231322
188,188_8,1,666300.375,5159571,Soft,Forest,0.060397859,0.005668121
188,188_9,1,667300.375,5159571,Soft,Forest,0.008207987,0.223756955
189,189_1,0.98335,651408.576,5159571,Non_forest,Non,0.017420423,0.249909296
189,189_2,0.98335,652391.9297,5159571,Soft,Forest,0.473903062,0.101838234
189,189_3,0.98335,653375.2834,5159571,Mixed,Forest,0.956806863,0.012510189
189,189_4,0.98335,654358.6371,5159571,Soft,Forest,0.770842187,0.107763393
189,189_5,0.98335,655341.9908,5159571,Mixed,Forest,0.823745781,0.027450168
189,189_6,0.98335,656325.3445,5159571,Soft,Forest,1.578978831,0.18069113
189,189_7,0.98335,657308.6982,5159571,Hard,Forest,2.498351493,0.006522907
190,190_1,1.00385,699302.2988,5162571,Non_forest,Non,0.433886831,0.045223254
190,190_2,1.00385,700306.1463,5162571,Non_forest,Non,0.071844288,0.180497044
191,191_1,1,689300.375,5162571,Soft,Forest,2.426931658,0.210654272
191,191_2,1,690300.375,5162571,Soft,Forest,2.51689231,0.123980914
191,191_3,1,691300.375,5162571,Soft,Forest,2.296912312,0.151175348
191,191_4,1,692300.375,5162571,Soft,Forest,2.305283954,0.060472216
191,191_5,1,693300.375,5162571,Non_forest,Non,2.367928183,0.000464793
191,191_6,1,694300.375,5162571,Soft,Forest,2.810664272,0.067570538
191,191_7,1,695300.375,5162571,Soft,Forest,3.491787997,0.148086998
191,191_8,1,696300.375,5162571,Soft,Forest,3.040567619,0.327033097
191,191_9,1,697300.375,5162571,Mixed,Forest,2.104511585,0.178232367
192,192_1,1,679300.375,5162571,Non_forest,Non,1.073872598,0.046496279
192,192_2,1,680300.375,5162571,Non_forest,Non,0.106932791,0.188363311
192,192_3,1,681300.375,5162571,Non_forest,Non,0.662103925,0.046918641
192,192_4,1,682300.375,5162571,Non_forest,Non,0.786404755,0.218408344
192,192_5,1,683300.375,5162571,Soft,Forest,0.140111822,0.449272007
192,192_6,1,684300.375,5162571,Non_forest,Non,0.798687694,0.027279698
192,192_7,1,685300.375,5162571,Soft,Forest,1.573131198,0.176420736
192,192_8,1,686300.375,5162571,Non_forest,Non,2.181625959,0.025721127
192,192_9,1,687300.375,5162571,Soft,Forest,3.007364607,0.133233085
193,193_1,1,669300.375,5162571,Soft,Forest,0.415721625,0.095634512
193,193_2,1,670300.375,5162571,Soft,Forest,0.194841221,0.201682948
193,193_3,1,671300.375,5162571,Non_forest,Non,0.211784524,0.098364345
193,193_4,1,672300.375,5162571,Non_forest,Non,0.614479886,0.064773226
193,193_5,1,673300.375,5162571,Non_forest,Non,1.250683816,0.118227622
193,193_6,1,674300.375,5162571,Non_forest,Non,2.072911056,0.124741652
193,193_7,1,675300.375,5162571,Non_forest,Non,2.842734578,0.022801591
193,193_8,1,676300.375,5162571,Non_forest,Non,2.582510351,0.068378702
193,193_9,1,677300.375,5162571,Non_forest,Non,2.076000278,0.29970475
195,195_1,0.96622,652486.1921,5162571,Non_forest,Non,0.251542323,0.049365127
195,195_2,0.96622,653452.4072,5162571,Mixed,Forest,0.193728153,0.129488939
195,195_3,0.96622,654418.6222,5162571,Mixed,Forest,0.612830246,0.049707652
195,195_4,0.96622,655384.8373,5162571,Mixed,Forest,1.46199012,0.00227424
195,195_5,0.96622,656351.0524,5162571,Mixed,Forest,2.113910378,0.205333295
195,195_6,0.96622,657317.2675,5162571,Soft,Forest,2.747232682,0.198379733
196,196_1,0.96188,699281.3133,5165571,Hard,Forest,0.208510114,0.239069837
196,196_2,0.96188,700243.1898,5165571,Mixed,Forest,0.044174199,0.060364924
196,196_3,0.96188,701205.0663,5165571,Mixed,Forest,0.921465716,0.084080815
196,196_4,0.96188,702166.9428,5165571,Non_forest,Non,1.791492015,0.452947123
197,197_1,1,689300.375,5165571,Mixed,Forest,5.418117564,0.085725908
197,197_2,1,690300.375,5165571,Mixed,Forest,5.427067062,0.105024731
197,197_3,1,691300.375,5165571,Mixed,Forest,4.626974828,0.016502417
197,197_4,1,692300.375,5165571,Mixed,Forest,3.660552679,0.069255795
197,197_5,1,693300.375,5165571,Soft,Forest,2.718528235,0.009537114
197,197_6,1,694300.375,5165571,Mixed,Forest,1.838789172,0.065798164
197,197_7,1,695300.375,5165571,Soft,Forest,1.070571279,0.220533912
197,197_8,1,696300.375,5165571,Mixed,Forest,0.879873686,0.128226858
197,197_9,1,697300.375,5165571,Mixed,Forest,0.732572836,0.461709993
198,198_1,1.07293,679753.428,5165571,Non_forest,Non,0.894417455,0.020408251
198,198_2,1.07293,680826.3543,5165571,Soft,Forest,0.204192379,0.036259479
198,198_3,1.07293,681899.2805,5165571,Non_forest,Non,0.607601872,0.043645616
198,198_4,1.07293,682972.2068,5165571,Non_forest,Non,1.536921268,0.021722815
198,198_5,1.07293,684045.1331,5165571,Non_forest,Non,2.580196818,0.041232157
198,198_6,1.07293,685118.0593,5165571,Non_forest,Non,3.106901633,0.029380029
198,198_7,1.07293,686190.9856,5165571,Non_forest,Non,3.773829874,0.121155376
198,198_8,1.07293,687263.9119,5165571,Soft,Forest,4.597073827,0.154825892
199,199_1,1,659300.375,5165571,Hard,Forest,0.619835088,0.341368795
199,199_2,1,660300.375,5165571,Hard,Forest,1.591522964,0.025211562
199,199_3,1,661300.375,5165571,Soft,Forest,2.584897513,0.181904188
199,199_4,1,662300.375,5165571,Soft,Forest,3.124740866,0.37856555
199,199_5,1,663300.375,5165571,Soft,Forest,2.130904895,0.141586719
199,199_6,1,664300.375,5165571,Soft,Forest,1.147826581,0.098468409
199,199_7,1,665300.375,5165571,Soft,Forest,0.289602977,0.177989386
199,199_8,1,666300.375,5165571,Soft,Forest,0.117998427,0.047123018
199,199_9,1,667300.375,5165571,Soft,Forest,0.128850611,0.111355992
200,200_1,0.98409,652387.8746,5165571,Non_forest,Non,0.228300508,0.355778905
200,200_2,0.98409,653371.9656,5165571,Soft,Forest,0.062288857,0.611941504
200,200_3,0.98409,654356.0566,5165571,Soft,Forest,0.114627379,0.21107314
200,200_4,0.98409,655340.1475,5165571,Soft,Forest,0.013985619,0.225206325
200,200_5,0.98409,656324.2385,5165571,Hard,Forest,0.823526716,0.056910525
200,200_6,0.98409,657308.3295,5165571,Mixed,Forest,1.072380866,0.163192481
207,207_1,1.03356,649317.1554,5135571,Mixed,Forest,0.450912423,0.2549037
207,207_2,1.03356,650350.7162,5135571,Soft,Forest,0.236735254,0.440846481
207,207_3,1.03356,651384.277,5135571,Mixed,Forest,1.002311388,0.172879799
207,207_4,1.03356,652417.8378,5135571,Hard,Forest,0.03506498,0.498094531
207,207_5,1.03356,653451.3986,5135571,Soft,Forest,0.148105056,0.166417224
207,207_6,1.03356,654484.9594,5135571,Non_forest,Non,0.179455642,0.514923236
207,207_7,1.03356,655518.5202,5135571,Mixed,Forest,0.45358935,0.105285576
208,208_1,0.999,681308.9179,5210571,Soft,Forest,2.108839364,0.01221731
208,208_2,0.999,682307.6036,5210571,Soft,Forest,1.215579183,0.166193868
208,208_3,0.999,683306.2893,5210571,Soft,Forest,0.574351024,0.192959683
208,208_4,0.999,684304.975,5210571,Soft,Forest,0.284241403,0.234045006
208,208_5,0.999,685303.6607,5210571,Mixed,Forest,0.021595071,0.041437766
208,208_6,0.999,686302.3464,5210571,Soft,Forest,0.034941753,0.333259744
208,208_7,0.999,687301.0321,5210571,Soft,Forest,0.370944541,0.548896485
209,209_1,1.072,701248.4379,5189571,Mixed,Forest,0.329344389,0.142560149
209,209_2,1.072,702320.2162,5189571,Soft,Forest,0.966281918,0.400737292
209,209_3,1.072,703391.9945,5189571,Soft,Forest,0.517253082,0.071405292
209,209_4,1.072,704463.7728,5189571,Soft,Forest,0.188215072,0.14618622
210,210_1,1.008,682233.6523,5189571,Non_forest,Non,0.26682698,0.091609457
210,210_2,1.008,683241.9673,5189571,Hard,Forest,0.510973988,0.245227416
210,210_3,1.008,684250.2823,5189571,Hard,Forest,1.363982489,0.173945108
211,211_1,1.107,679353.7852,5189571,Soft,Forest,1.459929775,0.109601323
211,211_2,1.107,680460.6057,5189571,Soft,Forest,1.292972311,0.027387561
212,212_1,1,669300.375,5189571,Soft,Forest,0.305019062,0.017781466
212,212_2,1,670300.375,5189571,Mixed,Forest,0.887012149,0.074842219
212,212_3,1,671300.375,5189571,Hard,Forest,1.087706024,0.162594575
212,212_4,1,672300.375,5189571,Hard,Forest,1.772984124,0.079240492
212,212_5,1,673300.375,5189571,Soft,Forest,2.308075139,0.090732182
212,212_6,1,674300.375,5189571,Hard,Forest,2.097340418,0.018424888
212,212_7,1,675300.375,5189571,Mixed,Forest,1.421229876,0.125140277
212,212_8,1,676300.375,5189571,Mixed,Forest,1.073895316,0.110643278
212,212_9,1,677300.375,5189571,Mixed,Forest,1.054955709,0.237035044
213,213_1,1.015,699307.8323,5192571,Mixed,Forest,1.364424718,0.061090883
213,213_2,1.015,700322.7468,5192571,Soft,Forest,1.272603589,0.081935235
213,213_3,1.015,701337.6613,5192571,Soft,Forest,0.535929031,0.514325996
213,213_4,1.015,702352.5758,5192571,Soft,Forest,0.11698691,0.287881058
213,213_5,1.015,703367.4903,5192571,Soft,Forest,0.920566401,0.354107082
213,213_6,1.015,704382.4049,5192571,Soft,Forest,1.719720108,0.277634148
214,214_1,1.118,693886.0485,5192571,Mixed,Forest,0.295137949,0.311590909
214,214_2,1.118,695004.4275,5192571,Soft,Forest,0.343288121,0.08780584
214,214_3,1.118,696122.8065,5192571,Mixed,Forest,0.84477646,0.290572845
214,214_4,1.118,697241.1855,5192571,Soft,Forest,1.019639466,0.340881341
215,215_1,1,679300.375,5192571,Mixed,Forest,2.786735883,0.05575455
215,215_2,1,680300.375,5192571,Soft,Forest,3.574723331,0.173391007
215,215_3,1,681300.375,5192571,Soft,Forest,2.832445323,0.129864861
215,215_4,1,682300.375,5192571,Soft,Forest,1.896572992,0.119086639
215,215_5,1,683300.375,5192571,Hard,Forest,0.904226586,0.082988642
215,215_6,1,684300.375,5192571,Hard,Forest,0.016441626,0.028110629
215,215_7,1,685300.375,5192571,Mixed,Forest,0.069568787,0.085616815
215,215_8,1,686300.375,5192571,Hard,Forest,0.436375479,0.749556852
215,215_9,1,687300.375,5192571,Hard,Forest,0.295114922,0.228899548
216,216_1,1.03,671106.0957,5192571,Soft,Forest,0.092410632,0.175785812
216,216_2,1.03,672135.9848,5192571,Hard,Forest,0.668170598,0.238827878
216,216_3,1.03,673165.8739,5192571,Hard,Forest,0.569140857,0.087222338
216,216_4,1.03,674195.7631,5192571,Soft,Forest,0.729322431,0.13191681
216,216_5,1.03,675225.6522,5192571,Hard,Forest,0.887039934,0.054484139
216,216_6,1.03,676255.5413,5192571,Soft,Forest,1.383340376,0.189561351
216,216_7,1.03,677285.4304,5192571,Soft,Forest,1.900409192,0.323382621
217,217_1,0.934,689267.3551,5195571,Mixed,Forest,0.103264704,0.5551712
217,217_2,0.934,690201.3154,5195571,Non_forest,Non,0.169802984,0.677426612
217,217_3,0.934,691135.2757,5195571,Mixed,Forest,0.13315172,0.019369197
217,217_4,0.934,692069.236,5195571,Non_forest,Non,0.056983666,0.017768269
217,217_5,0.934,693003.1963,5195571,Mixed,Forest,0.21246609,0.141182449
218,218_1,1,679300.375,5195571,Soft,Forest,5.313234218,0.03373399
218,218_2,1,680300.375,5195571,Soft,Forest,4.983310078,0.229145895
218,218_3,1,681300.375,5195571,Soft,Forest,4.22470463,0.267886723
218,218_4,1,682300.375,5195571,Mixed,Forest,3.519290489,0.12907419
218,218_5,1,683300.375,5195571,Mixed,Forest,2.89126787,0.031757606
218,218_6,1,684300.375,5195571,Soft,Forest,2.212513726,0.2366611
218,218_7,1,685300.375,5195571,Mixed,Forest,1.629043616,0.138552135
218,218_8,1,686300.375,5195571,Mixed,Forest,0.946780397,0.222118057
218,218_9,1,687300.375,5195571,Non_forest,Non,0.279620959,0.136525138
219,219_1,0.997,674311.4725,5195571,Hard,Forest,3.720000145,0.150544643
219,219_2,0.997,675308.3018,5195571,Hard,Forest,3.851106042,0.074274873
219,219_3,0.997,676305.1311,5195571,Soft,Forest,4.066358841,0.15195544
219,219_4,0.997,677301.9604,5195571,Mixed,Forest,4.468460448,0.029017023
220,220_1,1,679300.375,5198571,Non_forest,Non,7.761775217,0.191339155
220,220_2,1,680300.375,5198571,Soft,Forest,7.094498203,0.047041278
220,220_3,1,681300.375,5198571,Soft,Forest,6.432402519,0.25389461
220,220_4,1,682300.375,5198571,Non_forest,Non,5.811859976,0.20609565
220,220_5,1,683300.375,5198571,Soft,Forest,5.122318122,0.231105954
220,220_6,1,684300.375,5198571,Non_forest,Non,4.412583478,0.038114085
220,220_7,1,685300.375,5198571,Soft,Forest,3.583935644,0.114231042
220,220_8,1,686300.375,5198571,Mixed,Forest,2.701730005,0.024862272
220,220_9,1,687300.375,5198571,Soft,Forest,1.926628693,0.20996962
221,221_1,1.097,689348.9034,5201571,Hard,Forest,2.642124731,0.156358526
221,221_2,1.097,690445.9601,5201571,Soft,Forest,1.810207706,0.126597184
221,221_3,1.097,691543.0168,5201571,Hard,Forest,1.003971156,0.226708545
221,221_4,1.097,692640.0735,5201571,Non_forest,Non,0.120598054,0.330218904
222,222_1,1,679300.375,5201571,Soft,Forest,9.203136027,0.042283462
222,222_2,1,680300.375,5201571,Non_forest,Non,8.815240352,0.01676698
222,222_3,1,681300.375,5201571,Soft,Forest,8.527556052,0.092828787
222,222_4,1,682300.375,5201571,Soft,Forest,7.697164703,0.051433508
222,222_5,1,683300.375,5201571,Mixed,Forest,6.906597916,0.009399807
222,222_6,1,684300.375,5201571,Non_forest,Non,6.169250293,0.303577135
222,222_7,1,685300.375,5201571,Soft,Forest,5.45555014,0.414783612
222,222_8,1,686300.375,5201571,Soft,Forest,4.743814649,0.053969037
222,222_9,1,687300.375,5201571,Soft,Forest,4.113836365,0.175820519
223,223_1,1.109,689355.0642,5204571,Hard,Forest,2.776737182,0.044410273
223,223_2,1.109,690464.4426,5204571,Hard,Forest,1.668556822,0.459753301
223,223_3,1.109,691573.821,5204571,Mixed,Forest,0.56509754,0.222611214
223,223_4,1.109,692683.1994,5204571,Mixed,Forest,0.341597202,0.322122742
223,223_5,1.109,693792.5778,5204571,Hard,Forest,1.080909275,0.016871285
224,224_1,1,679300.375,5204571,Soft,Forest,6.629608742,0.06082343
224,224_2,1,680300.375,5204571,Soft,Forest,6.079676127,0.040406283
224,224_3,1,681300.375,5204571,Soft,Forest,5.654485967,0.328969866
224,224_4,1,682300.375,5204571,Soft,Forest,5.383675445,0.159504848
224,224_5,1,683300.375,5204571,Soft,Forest,5.291002839,0.103955124
224,224_6,1,684300.375,5204571,Soft,Forest,5.385671805,0.116855178
224,224_7,1,685300.375,5204571,Mixed,Forest,5.177982818,0.092126719
224,224_8,1,686300.375,5204571,Soft,Forest,4.521311297,0.082768082
224,224_9,1,687300.375,5204571,Non_forest,Non,4.009115317,0.011709671
225,225_1,0.98,689290.3696,5207571,Hard,Forest,0.648336213,0.222732225
225,225_2,0.98,690270.3589,5207571,Hard,Forest,0.502178906,0.026685139
225,225_3,0.98,691250.3481,5207571,Soft,Forest,0.091918759,0.332858511
225,225_4,0.98,692230.3374,5207571,Non_forest,Non,0.370321248,0.006205264
225,225_5,0.98,693210.3267,5207571,Non_forest,Non,0.081647142,0.269140412
